_id,ObjectId,ReportedYear,GeoDivision,Category,Subtype,Count_,CountCleared
1926,1926,2019,D31,Crimes Against the Person,Robbery-Financial,2,2
1927,1927,2019,D12,Crimes Against the Person,Other,147,86
1928,1928,2019,D22,Crimes Against Property,Break & Enter-Commercial,165,40
1929,1929,2019,D31,Crimes Against the Person,Robbery-Other,239,91
1930,1930,2019,D12,Crimes Against the Person,Robbery-Other,97,43
1931,1931,2019,D22,Crimes Against Property,Break & Enter-House,195,37
1932,1932,2019,D31,Crimes Against the Person,Sexual Violation,199,111
1933,1933,2019,D12,Crimes Against the Person,Sexual Violation,109,64
1934,1934,2019,D22,Crimes Against Property,Break & Enter-Other,25,5
1935,1935,2019,D31,Criminal Code Traffic,Other,112,100
1936,1936,2019,D12,Criminal Code Traffic,Other,63,60
1937,1937,2019,D22,Crimes Against Property,Fraud,813,122
1938,1938,2019,D22,Crimes Against Property,Other,787,217
1939,1939,2019,D22,Crimes Against Property,Theft Over $5000,101,15
1940,1940,2019,D22,Crimes Against Property,Theft Under $5000,3202,812
1941,1941,2019,D22,Crimes Against the Person,Assault,913,590
1942,1942,2019,D22,Crimes Against the Person,Attempt Murder,5,5
1943,1943,2019,D22,Crimes Against the Person,Other,230,140
1944,1944,2019,D22,Crimes Against the Person,Robbery-Financial,10,9
1945,1945,2019,D22,Crimes Against the Person,Robbery-Other,158,71
1946,1946,2019,D22,Crimes Against the Person,Sexual Violation,132,75
1947,1947,2019,D22,Criminal Code Traffic,Other,140,134
1948,1948,2019,D22,Other Criminal Code Violations,Other,1216,1146
1949,1949,2019,D22,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,96,91
1950,1950,2019,D22,Other Federal Statute Violations,Other,12,8
1951,1951,2019,D23,Controlled Drugs and Substances Act,Other,80,69
1952,1952,2019,D23,Crimes Against Property,Auto Theft,813,51
1953,1953,2019,D23,Crimes Against Property,Break & Enter-Apartment,78,11
1954,1954,2019,D23,Crimes Against Property,Break & Enter-Commercial,131,12
1955,1955,2019,D23,Crimes Against Property,Break & Enter-House,82,9
1956,1956,2019,D23,Crimes Against Property,Break & Enter-Other,16,3
1957,1957,2019,D23,Crimes Against Property,Fraud,645,99
1958,1958,2019,D23,Crimes Against Property,Other,618,148
1959,1959,2019,D31,Other Criminal Code Violations,Other,797,681
1960,1960,2019,D12,Other Criminal Code Violations,Other,519,478
1961,1961,2019,D31,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,163,126
1962,1962,2019,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,83,75
1963,1963,2019,D31,Other Federal Statute Violations,Other,26,22
1964,1964,2019,D12,Other Federal Statute Violations,Other,20,19
1965,1965,2019,D32,Controlled Drugs and Substances Act,Other,53,49
1966,1966,2019,D13,Controlled Drugs and Substances Act,Other,46,46
1967,1967,2019,D32,Crimes Against Property,Auto Theft,549,43
1968,1968,2019,D13,Crimes Against Property,Auto Theft,187,40
1969,1969,2019,D32,Crimes Against Property,Break & Enter-Apartment,139,14
1970,1970,2019,D13,Crimes Against Property,Break & Enter-Apartment,74,22
1971,1971,2019,D32,Crimes Against Property,Break & Enter-Commercial,178,26
1972,1972,2019,D13,Crimes Against Property,Break & Enter-Commercial,143,67
1973,1973,2019,D32,Crimes Against Property,Break & Enter-House,286,16
1974,1974,2019,D13,Crimes Against Property,Break & Enter-House,99,29
1975,1975,2019,D32,Crimes Against Property,Break & Enter-Other,49,10
1976,1976,2019,D13,Crimes Against Property,Break & Enter-Other,30,8
1977,1977,2019,D32,Crimes Against Property,Fraud,1181,135
1978,1978,2019,D13,Crimes Against Property,Fraud,426,61
1979,1979,2019,D32,Crimes Against Property,Other,1114,462
1980,1980,2019,D13,Crimes Against Property,Other,533,168
1981,1981,2019,D32,Crimes Against Property,Theft Over $5000,147,25
1982,1982,2019,D13,Crimes Against Property,Theft Over $5000,31,5
1983,1983,2019,D32,Crimes Against Property,Theft Under $5000,4287,1028
1984,1984,2019,D13,Crimes Against Property,Theft Under $5000,1616,443
1985,1985,2019,D32,Crimes Against the Person,Assault,1202,760
1986,1986,2019,D13,Crimes Against the Person,Assault,617,403
1987,1987,2019,D32,Crimes Against the Person,Attempt Murder,10,7
1988,1988,2019,D13,Crimes Against the Person,Attempt Murder,9,3
1989,1989,2019,D32,Crimes Against the Person,Other,279,177
1990,1990,2019,D13,Crimes Against the Person,Other,142,67
1991,1991,2019,D32,Crimes Against the Person,Robbery-Financial,2,1
1992,1992,2019,D13,Crimes Against the Person,Robbery-Financial,7,6
1993,1993,2019,D32,Crimes Against the Person,Robbery-Other,202,61
1994,1994,2019,D13,Crimes Against the Person,Robbery-Other,159,59
1995,1995,2019,D32,Crimes Against the Person,Sexual Violation,157,77
1996,1996,2019,D13,Crimes Against the Person,Sexual Violation,104,55
1997,1997,2019,D13,Criminal Code Traffic,Other,87,83
1998,1998,2019,D13,Other Criminal Code Violations,Other,383,341
1999,1999,2019,D32,Criminal Code Traffic,Other,115,106
2000,2000,2019,D32,Other Criminal Code Violations,Other,970,838
2001,2001,2020,D23,Other Federal Statute Violations,Other,6,3
2002,2002,2020,D31,Controlled Drugs and Substances Act,Other,66,54
2003,2003,2020,D31,Crimes Against Property,Auto Theft,706,29
2004,2004,2020,D31,Crimes Against Property,Break & Enter-Apartment,76,29
2005,2005,2020,D31,Crimes Against Property,Break & Enter-Commercial,133,26
2006,2006,2020,D31,Crimes Against Property,Break & Enter-House,55,13
2007,2007,2020,D31,Crimes Against Property,Break & Enter-Other,29,5
2008,2008,2020,D31,Crimes Against Property,Fraud,686,44
2009,2009,2020,D31,Crimes Against Property,Other,800,236
2010,2010,2020,D31,Crimes Against Property,Theft Over $5000,132,17
2011,2011,2020,D31,Crimes Against Property,Theft Under $5000,1927,376
2012,2012,2020,D31,Crimes Against the Person,Assault,1185,751
2013,2013,2020,D31,Crimes Against the Person,Attempt Murder,23,17
2014,2014,2020,D31,Crimes Against the Person,Other,258,144
2015,2015,2020,D31,Crimes Against the Person,Robbery-Financial,1,1
2016,2016,2020,D31,Crimes Against the Person,Robbery-Other,176,84
2017,2017,2020,D31,Crimes Against the Person,Sexual Violation,162,79
2018,2018,2020,D31,Criminal Code Traffic,Other,132,116
2019,2019,2020,D31,Other Criminal Code Violations,Other,612,486
2020,2020,2020,D31,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,139,104
2021,2021,2020,D31,Other Federal Statute Violations,Other,12,10
2022,2022,2020,D32,Controlled Drugs and Substances Act,Other,38,35
2023,2023,2020,D32,Crimes Against Property,Auto Theft,669,45
2024,2024,2020,D32,Crimes Against Property,Break & Enter-Apartment,68,19
2025,2025,2020,D32,Crimes Against Property,Break & Enter-Commercial,220,47
2026,2026,2020,D32,Crimes Against Property,Break & Enter-House,193,20
2027,2027,2020,D32,Crimes Against Property,Break & Enter-Other,27,6
2028,2028,2020,D32,Crimes Against Property,Fraud,1173,105
2029,2029,2020,D32,Crimes Against Property,Other,1160,362
2030,2030,2020,D32,Crimes Against Property,Theft Over $5000,116,16
2031,2031,2020,D32,Crimes Against Property,Theft Under $5000,3485,556
2032,2032,2020,D32,Crimes Against the Person,Assault,1088,622
2033,2033,2020,D32,Crimes Against the Person,Attempt Murder,6,4
2034,2034,2020,D32,Crimes Against the Person,Other,256,137
2035,2035,2020,D32,Crimes Against the Person,Robbery-Financial,4,3
2036,2036,2020,D32,Crimes Against the Person,Robbery-Other,190,70
2037,2037,2020,D32,Crimes Against the Person,Sexual Violation,137,66
2038,2038,2020,D32,Criminal Code Traffic,Other,114,104
2039,2039,2020,D32,Other Criminal Code Violations,Other,764,639
2040,2040,2020,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,94,79
2041,2041,2020,D32,Other Federal Statute Violations,Other,10,8
2042,2042,2020,D33,Controlled Drugs and Substances Act,Other,33,22
2043,2043,2020,D33,Crimes Against Property,Auto Theft,274,14
2044,2044,2020,D33,Crimes Against Property,Break & Enter-Apartment,88,20
2045,2045,2020,D33,Crimes Against Property,Break & Enter-Commercial,54,9
2046,2046,2020,D33,Crimes Against Property,Break & Enter-House,134,4
2047,2047,2020,D33,Crimes Against Property,Break & Enter-Other,17,5
2048,2048,2020,D33,Crimes Against Property,Fraud,711,29
2049,2049,2020,D33,Crimes Against Property,Other,684,117
2050,2050,2020,D33,Crimes Against Property,Theft Over $5000,55,6
2051,2051,2020,D33,Crimes Against Property,Theft Under $5000,1622,240
2052,2052,2020,D33,Crimes Against the Person,Assault,619,371
2053,2053,2020,D33,Crimes Against the Person,Attempt Murder,1,0
2054,2054,2020,D33,Crimes Against the Person,Other,150,90
2055,2055,2020,D33,Crimes Against the Person,Robbery-Financial,4,4
2056,2056,2020,D33,Crimes Against the Person,Robbery-Other,75,19
2057,2057,2020,D33,Crimes Against the Person,Sexual Violation,104,45
2058,2058,2020,D33,Criminal Code Traffic,Other,74,63
2059,2059,2020,D33,Other Criminal Code Violations,Other,261,206
2060,2060,2020,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,45,39
2061,2061,2020,D33,Other Federal Statute Violations,Other,6,4
2062,2062,2020,D41,Controlled Drugs and Substances Act,Other,85,80
2063,2063,2020,D41,Crimes Against Property,Auto Theft,341,47
2064,2064,2020,D41,Crimes Against Property,Break & Enter-Apartment,78,29
2065,2065,2020,D41,Crimes Against Property,Break & Enter-Commercial,185,61
2066,2066,2020,D41,Crimes Against Property,Break & Enter-House,72,17
2067,2067,2020,D41,Crimes Against Property,Break & Enter-Other,34,13
2068,2068,2020,D41,Crimes Against Property,Fraud,674,126
2069,2069,2020,D41,Crimes Against Property,Other,850,265
2070,2070,2020,D41,Crimes Against Property,Theft Over $5000,48,7
2071,2071,2020,D41,Crimes Against Property,Theft Under $5000,2266,602
2072,2072,2020,D41,Crimes Against the Person,Assault,1065,693
2073,2073,2020,D41,Crimes Against the Person,Attempt Murder,3,3
2074,2074,2020,D41,Crimes Against the Person,Other,236,149
2075,2075,2020,D41,Crimes Against the Person,Robbery-Financial,1,1
2076,2076,2020,D41,Crimes Against the Person,Robbery-Other,150,76
2077,2077,2020,D41,Crimes Against the Person,Sexual Violation,132,73
2078,2078,2020,D41,Criminal Code Traffic,Other,142,125
2079,2079,2020,D41,Other Criminal Code Violations,Other,1107,951
2080,2080,2020,D41,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,99,84
2081,2081,2020,D41,Other Federal Statute Violations,Other,4,2
2082,2082,2020,D42,Controlled Drugs and Substances Act,Other,43,39
2083,2083,2020,D42,Crimes Against Property,Auto Theft,425,25
2084,2084,2020,D42,Crimes Against Property,Break & Enter-Apartment,62,13
2085,2085,2020,D42,Crimes Against Property,Break & Enter-Commercial,149,46
2086,2086,2020,D42,Crimes Against Property,Break & Enter-House,118,25
2087,2087,2020,D42,Crimes Against Property,Break & Enter-Other,18,7
2088,2088,2020,D42,Crimes Against Property,Fraud,694,49
2089,2089,2020,D42,Crimes Against Property,Other,659,163
2090,2090,2020,D42,Crimes Against Property,Theft Over $5000,50,6
2091,2091,2020,D42,Crimes Against Property,Theft Under $5000,1751,239
2092,2092,2020,D42,Crimes Against the Person,Assault,900,579
2093,2093,2020,D42,Crimes Against the Person,Attempt Murder,7,5
2094,2094,2020,D42,Crimes Against the Person,Other,221,111
2095,2095,2020,D42,Crimes Against the Person,Robbery-Financial,9,8
2096,2096,2020,D42,Crimes Against the Person,Robbery-Other,150,64
2097,2097,2020,D42,Crimes Against the Person,Sexual Violation,109,54
2098,2098,2020,D42,Criminal Code Traffic,Other,140,128
2099,2099,2020,D42,Other Criminal Code Violations,Other,390,305
2100,2100,2020,D42,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,53,47
2101,2101,2020,NSA,Crimes Against Property,Break & Enter-Apartment,17,3
2102,2102,2020,D42,Other Federal Statute Violations,Other,7,5
2103,2103,2020,D43,Controlled Drugs and Substances Act,Other,74,71
2104,2104,2020,D43,Crimes Against Property,Auto Theft,319,45
2105,2105,2020,D43,Crimes Against Property,Break & Enter-Apartment,69,27
2106,2106,2020,D43,Crimes Against Property,Break & Enter-Commercial,78,29
2107,2107,2020,D43,Crimes Against Property,Break & Enter-House,81,26
2108,2108,2020,D43,Crimes Against Property,Break & Enter-Other,30,12
2109,2109,2020,D43,Crimes Against Property,Fraud,679,102
2110,2110,2020,D43,Crimes Against Property,Other,778,221
2111,2111,2020,D43,Crimes Against Property,Theft Over $5000,58,17
2112,2112,2020,D43,Crimes Against Property,Theft Under $5000,1971,420
2113,2113,2020,D43,Crimes Against the Person,Assault,1329,866
2114,2114,2020,D43,Crimes Against the Person,Attempt Murder,7,2
2115,2115,2020,D43,Crimes Against the Person,Other,313,176
2116,2116,2020,D43,Crimes Against the Person,Robbery-Financial,2,2
2117,2117,2020,D43,Crimes Against the Person,Robbery-Other,148,74
2118,2118,2020,D43,Crimes Against the Person,Sexual Violation,164,92
2119,2119,2020,D43,Criminal Code Traffic,Other,170,150
2120,2120,2020,D43,Other Criminal Code Violations,Other,794,665
2121,2121,2020,D43,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,121,105
2122,2122,2020,D43,Other Federal Statute Violations,Other,14,11
2123,2123,2020,D51,Controlled Drugs and Substances Act,Other,352,333
2124,2124,2020,D51,Crimes Against Property,Auto Theft,145,29
2125,2125,2020,D51,Crimes Against Property,Break & Enter-Apartment,285,82
2126,2126,2020,D51,Crimes Against Property,Break & Enter-Commercial,291,88
2127,2127,2020,D51,Crimes Against Property,Break & Enter-House,30,5
2128,2128,2020,D51,Crimes Against Property,Break & Enter-Other,74,24
2129,2129,2020,D51,Crimes Against Property,Fraud,815,66
2130,2130,2020,D51,Crimes Against Property,Other,1608,567
2131,2131,2020,D51,Crimes Against Property,Theft Over $5000,92,14
2132,2132,2020,D51,Crimes Against Property,Theft Under $5000,3383,579
2133,2133,2020,D51,Crimes Against the Person,Assault,1965,1218
2134,2134,2020,D51,Crimes Against the Person,Attempt Murder,3,2
2135,2135,2020,D51,Crimes Against the Person,Other,281,150
2136,2136,2020,D51,Crimes Against the Person,Robbery-Other,305,144
2137,2137,2020,D51,Crimes Against the Person,Sexual Violation,194,86
2138,2138,2020,D51,Criminal Code Traffic,Other,81,70
2139,2139,2020,D51,Other Criminal Code Violations,Other,1470,1317
2140,2140,2020,D51,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,214,182
2141,2141,2020,D51,Other Federal Statute Violations,Other,14,8
2142,2142,2020,D52,Controlled Drugs and Substances Act,Other,67,64
2143,2143,2020,D52,Crimes Against Property,Auto Theft,87,12
2144,2144,2020,D52,Crimes Against Property,Break & Enter-Apartment,131,33
2145,2145,2020,D52,Crimes Against Property,Break & Enter-Commercial,314,131
2146,2146,2020,D52,Crimes Against Property,Break & Enter-House,15,4
2147,2147,2020,D52,Crimes Against Property,Break & Enter-Other,39,12
2148,2148,2020,D52,Crimes Against Property,Fraud,952,120
2149,2149,2020,D52,Crimes Against Property,Other,1112,234
2150,2150,2020,D52,Crimes Against Property,Theft Over $5000,91,23
2151,2151,2020,D52,Crimes Against Property,Theft Under $5000,2887,453
2152,2152,2020,NSA,Crimes Against Property,Break & Enter-Commercial,28,4
2153,2153,2020,NSA,Crimes Against Property,Break & Enter-House,5,0
2154,2154,2020,NSA,Crimes Against Property,Break & Enter-Other,2,1
2155,2155,2020,NSA,Crimes Against Property,Fraud,189,19
2156,2156,2020,NSA,Crimes Against Property,Other,155,59
2157,2157,2020,NSA,Crimes Against Property,Theft Over $5000,12,3
2158,2158,2020,NSA,Crimes Against Property,Theft Under $5000,204,31
2159,2159,2020,NSA,Crimes Against the Person,Assault,250,111
2160,2160,2020,NSA,Crimes Against the Person,Attempt Murder,1,1
2161,2161,2020,NSA,Crimes Against the Person,Other,69,19
2162,2162,2020,NSA,Crimes Against the Person,Robbery-Financial,17,17
2163,2163,2020,NSA,Crimes Against the Person,Robbery-Other,46,22
2164,2164,2020,NSA,Crimes Against the Person,Sexual Violation,138,33
2165,2165,2020,NSA,Criminal Code Traffic,Other,84,74
2166,2166,2020,NSA,Other Criminal Code Violations,Other,203,182
2167,2167,2020,NSA,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,58,51
2168,2168,2020,NSA,Other Federal Statute Violations,Other,11,4
2169,2169,2021,D11,Controlled Drugs and Substances Act,Other,45,40
2170,2170,2021,D11,Crimes Against Property,Auto Theft,182,24
2171,2171,2021,D11,Crimes Against Property,Break & Enter-Apartment,96,27
2172,2172,2021,D11,Crimes Against Property,Break & Enter-Commercial,109,41
2173,2173,2021,D11,Crimes Against Property,Break & Enter-House,69,23
2174,2174,2021,D11,Crimes Against Property,Break & Enter-Other,31,13
2175,2175,2021,D11,Crimes Against Property,Fraud,399,51
2176,2176,2021,D11,Crimes Against Property,Other,615,169
2177,2177,2021,D11,Crimes Against Property,Theft Over $5000,41,9
2178,2178,2021,D11,Crimes Against Property,Theft Under $5000,2290,288
2179,2179,2021,D11,Crimes Against the Person,Assault,668,429
2180,2180,2021,D11,Crimes Against the Person,Attempt Murder,1,1
2181,2181,2021,D11,Crimes Against the Person,Other,113,69
2182,2182,2021,D11,Crimes Against the Person,Robbery-Financial,1,1
2183,2183,2021,D11,Crimes Against the Person,Robbery-Other,53,29
2184,2184,2021,D11,Crimes Against the Person,Sexual Violation,101,41
2185,2185,2021,D11,Criminal Code Traffic,Other,98,92
2186,2186,2021,D11,Other Criminal Code Violations,Other,578,507
2187,2187,2021,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,57,51
2188,2188,2021,D11,Other Federal Statute Violations,Other,1,0
2189,2189,2021,D12,Controlled Drugs and Substances Act,Other,73,62
2190,2190,2021,D12,Crimes Against Property,Auto Theft,286,24
2191,2191,2021,D12,Crimes Against Property,Break & Enter-Apartment,52,19
2192,2192,2021,D12,Crimes Against Property,Break & Enter-Commercial,67,20
2193,2193,2021,D12,Crimes Against Property,Break & Enter-House,41,13
2194,2194,2021,D12,Crimes Against Property,Break & Enter-Other,23,4
2195,2195,2021,D12,Crimes Against Property,Fraud,376,11
2196,2196,2021,D12,Crimes Against Property,Other,512,154
2197,2197,2021,D12,Crimes Against Property,Theft Over $5000,24,5
2198,2198,2021,D12,Crimes Against Property,Theft Under $5000,1225,140
2199,2199,2021,D12,Crimes Against the Person,Assault,754,497
2200,2200,2021,D12,Crimes Against the Person,Attempt Murder,5,3
2201,2201,2020,D11,Other Federal Statute Violations,Other,11,8
2202,2202,2020,D12,Controlled Drugs and Substances Act,Other,83,80
2203,2203,2020,D12,Crimes Against Property,Auto Theft,340,25
2204,2204,2020,D12,Crimes Against Property,Break & Enter-Apartment,48,20
2205,2205,2020,D12,Crimes Against Property,Break & Enter-Commercial,86,21
2206,2206,2020,D12,Crimes Against Property,Break & Enter-House,51,15
2207,2207,2020,D12,Crimes Against Property,Break & Enter-Other,19,5
2208,2208,2020,D12,Crimes Against Property,Fraud,409,32
2209,2209,2020,D12,Crimes Against Property,Other,535,181
2210,2210,2020,D12,Crimes Against Property,Theft Over $5000,43,5
2211,2211,2020,D12,Crimes Against Property,Theft Under $5000,1310,246
2212,2212,2020,D12,Crimes Against the Person,Assault,684,488
2213,2213,2020,D12,Crimes Against the Person,Attempt Murder,9,7
2214,2214,2020,D12,Crimes Against the Person,Other,119,68
2215,2215,2020,D12,Crimes Against the Person,Robbery-Financial,1,1
2216,2216,2020,D12,Crimes Against the Person,Robbery-Other,85,33
2217,2217,2020,D12,Crimes Against the Person,Sexual Violation,85,41
2218,2218,2020,D12,Criminal Code Traffic,Other,110,92
2219,2219,2020,D12,Other Criminal Code Violations,Other,420,367
2220,2220,2020,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,65,55
2221,2221,2020,D12,Other Federal Statute Violations,Other,14,12
2222,2222,2020,D13,Controlled Drugs and Substances Act,Other,48,40
2223,2223,2020,D13,Crimes Against Property,Auto Theft,273,21
2224,2224,2020,D13,Crimes Against Property,Break & Enter-Apartment,73,21
2225,2225,2020,D13,Crimes Against Property,Break & Enter-Commercial,127,48
2226,2226,2020,D13,Crimes Against Property,Break & Enter-House,125,23
2227,2227,2020,D13,Crimes Against Property,Break & Enter-Other,42,10
2228,2228,2020,D13,Crimes Against Property,Fraud,392,34
2229,2229,2020,D13,Crimes Against Property,Other,603,158
2230,2230,2020,D13,Crimes Against Property,Theft Over $5000,41,10
2231,2231,2020,D13,Crimes Against Property,Theft Under $5000,1620,205
2232,2232,2020,D13,Crimes Against the Person,Assault,578,381
2233,2233,2020,D13,Crimes Against the Person,Attempt Murder,4,3
2234,2234,2020,D13,Crimes Against the Person,Other,109,57
2235,2235,2020,D13,Crimes Against the Person,Robbery-Financial,3,3
2236,2236,2020,D13,Crimes Against the Person,Robbery-Other,95,38
2237,2237,2020,D13,Crimes Against the Person,Sexual Violation,75,30
2238,2238,2020,D13,Criminal Code Traffic,Other,87,73
2239,2239,2020,D13,Other Criminal Code Violations,Other,378,323
2240,2240,2020,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,42,38
2241,2241,2020,D13,Other Federal Statute Violations,Other,5,5
2242,2242,2020,D14,Controlled Drugs and Substances Act,Other,137,126
2243,2243,2020,D14,Crimes Against Property,Auto Theft,207,17
2244,2244,2020,D14,Crimes Against Property,Break & Enter-Apartment,268,81
2245,2245,2020,D14,Crimes Against Property,Break & Enter-Commercial,328,87
2246,2246,2020,D14,Crimes Against Property,Break & Enter-House,96,27
2247,2247,2020,D14,Crimes Against Property,Break & Enter-Other,52,18
2248,2248,2020,D14,Crimes Against Property,Fraud,908,85
2249,2249,2020,D14,Crimes Against Property,Other,1173,333
2250,2250,2020,D14,Crimes Against Property,Theft Over $5000,81,11
2251,2251,2019,D54/D55,Crimes Against Property,Theft Under $5000,3969,1019
2252,2252,2020,D52,Crimes Against the Person,Assault,1096,678
2253,2253,2020,D14,Crimes Against Property,Theft Under $5000,3180,478
2254,2254,2019,D54/D55,Crimes Against the Person,Assault,1564,1026
2255,2255,2020,D52,Crimes Against the Person,Attempt Murder,4,4
2256,2256,2019,D54/D55,Crimes Against the Person,Attempt Murder,11,10
2257,2257,2020,D14,Crimes Against the Person,Assault,1252,759
2258,2258,2020,D52,Crimes Against the Person,Other,187,108
2259,2259,2019,D54/D55,Crimes Against the Person,Other,331,211
2260,2260,2020,D14,Crimes Against the Person,Attempt Murder,2,1
2261,2261,2020,D52,Crimes Against the Person,Robbery-Financial,3,2
2262,2262,2019,D54/D55,Crimes Against the Person,Robbery-Financial,9,7
2263,2263,2020,D14,Crimes Against the Person,Other,177,97
2264,2264,2020,D52,Crimes Against the Person,Robbery-Other,126,56
2265,2265,2019,D54/D55,Crimes Against the Person,Robbery-Other,202,95
2266,2266,2020,D14,Crimes Against the Person,Robbery-Financial,3,3
2267,2267,2020,D52,Crimes Against the Person,Sexual Violation,147,76
2268,2268,2019,D54/D55,Crimes Against the Person,Sexual Violation,208,108
2269,2269,2020,D14,Crimes Against the Person,Robbery-Other,118,65
2270,2270,2020,D52,Criminal Code Traffic,Other,64,60
2271,2271,2019,D54/D55,Criminal Code Traffic,Other,146,139
2272,2272,2020,D14,Crimes Against the Person,Sexual Violation,160,71
2273,2273,2020,D52,Other Criminal Code Violations,Other,1537,752
2274,2274,2019,D54/D55,Other Criminal Code Violations,Other,1026,918
2275,2275,2020,D14,Criminal Code Traffic,Other,107,101
2276,2276,2020,D52,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,103,91
2277,2277,2019,D54/D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,134,120
2278,2278,2020,D14,Other Criminal Code Violations,Other,842,740
2279,2279,2020,D52,Other Federal Statute Violations,Other,27,15
2280,2280,2019,D54/D55,Other Federal Statute Violations,Other,9,8
2281,2281,2020,D14,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,81,73
2282,2282,2020,D53,Controlled Drugs and Substances Act,Other,33,32
2283,2283,2019,NSA,Controlled Drugs and Substances Act,Other,97,83
2284,2284,2020,D14,Other Federal Statute Violations,Other,14,11
2285,2285,2020,D53,Crimes Against Property,Auto Theft,321,32
2286,2286,2019,NSA,Crimes Against Property,Auto Theft,49,8
2287,2287,2020,D22,Controlled Drugs and Substances Act,Other,74,65
2288,2288,2020,D53,Crimes Against Property,Break & Enter-Apartment,230,45
2289,2289,2019,NSA,Crimes Against Property,Break & Enter-Apartment,28,7
2290,2290,2020,D22,Crimes Against Property,Auto Theft,490,25
2291,2291,2020,D53,Crimes Against Property,Break & Enter-Commercial,235,50
2292,2292,2019,NSA,Crimes Against Property,Break & Enter-Commercial,36,13
2293,2293,2020,D22,Crimes Against Property,Break & Enter-Apartment,92,38
2294,2294,2020,D53,Crimes Against Property,Break & Enter-House,175,22
2295,2295,2020,D53,Crimes Against Property,Break & Enter-Other,72,10
2296,2296,2020,D53,Crimes Against Property,Fraud,724,74
2297,2297,2020,D53,Crimes Against Property,Other,744,140
2298,2298,2020,D53,Crimes Against Property,Theft Over $5000,98,6
2299,2299,2020,D53,Crimes Against Property,Theft Under $5000,2637,392
2300,2300,2020,D53,Crimes Against the Person,Assault,789,417
2301,2301,2020,D53,Crimes Against the Person,Other,200,94
2302,2302,2020,D53,Crimes Against the Person,Robbery-Other,101,52
2303,2303,2020,D53,Crimes Against the Person,Sexual Violation,131,48
2304,2304,2020,D53,Criminal Code Traffic,Other,67,56
2305,2305,2020,D53,Other Criminal Code Violations,Other,452,370
2306,2306,2020,D53,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,65,51
2307,2307,2020,D53,Other Federal Statute Violations,Other,7,6
2308,2308,2020,D54/D55,Controlled Drugs and Substances Act,Other,92,88
2309,2309,2020,D54/D55,Crimes Against Property,Auto Theft,257,30
2310,2310,2020,D54/D55,Crimes Against Property,Break & Enter-Apartment,159,37
2311,2311,2020,D54/D55,Crimes Against Property,Break & Enter-Commercial,255,63
2312,2312,2020,D54/D55,Crimes Against Property,Break & Enter-House,198,49
2313,2313,2020,D54/D55,Crimes Against Property,Break & Enter-Other,56,4
2314,2314,2020,D54/D55,Crimes Against Property,Fraud,803,52
2315,2315,2020,D54/D55,Crimes Against Property,Other,1302,311
2316,2316,2020,D54/D55,Crimes Against Property,Theft Over $5000,96,15
2317,2317,2020,D54/D55,Crimes Against Property,Theft Under $5000,3151,576
2318,2318,2020,D54/D55,Crimes Against the Person,Assault,1312,817
2319,2319,2020,D54/D55,Crimes Against the Person,Attempt Murder,11,6
2320,2320,2020,D54/D55,Crimes Against the Person,Other,270,156
2321,2321,2020,D54/D55,Crimes Against the Person,Robbery-Financial,7,3
2322,2322,2020,D54/D55,Crimes Against the Person,Robbery-Other,183,83
2323,2323,2020,D54/D55,Crimes Against the Person,Sexual Violation,182,93
2324,2324,2020,D54/D55,Criminal Code Traffic,Other,110,102
2325,2325,2020,D54/D55,Other Criminal Code Violations,Other,822,694
2326,2326,2020,D54/D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,94,79
2327,2327,2020,D54/D55,Other Federal Statute Violations,Other,9,5
2328,2328,2020,NSA,Controlled Drugs and Substances Act,Other,89,76
2329,2329,2020,NSA,Crimes Against Property,Auto Theft,30,4
2330,2330,2019,NSA,Crimes Against Property,Break & Enter-House,17,1
2331,2331,2020,D22,Crimes Against Property,Break & Enter-Commercial,172,51
2332,2332,2019,NSA,Crimes Against Property,Break & Enter-Other,11,3
2333,2333,2020,D22,Crimes Against Property,Break & Enter-House,100,22
2334,2334,2019,NSA,Crimes Against Property,Fraud,293,22
2335,2335,2020,D22,Crimes Against Property,Break & Enter-Other,35,8
2336,2336,2019,NSA,Crimes Against Property,Other,279,86
2337,2337,2020,D22,Crimes Against Property,Fraud,712,62
