_id,ObjectId,ReportedYear,GeoDivision,Category,Subtype,Count_,CountCleared
2338,2338,2019,NSA,Crimes Against Property,Theft Over $5000,26,5
2339,2339,2020,D22,Crimes Against Property,Other,905,232
2340,2340,2019,NSA,Crimes Against Property,Theft Under $5000,478,110
2341,2341,2020,D22,Crimes Against Property,Theft Over $5000,94,10
2342,2342,2019,NSA,Crimes Against the Person,Assault,384,158
2343,2343,2020,D22,Crimes Against Property,Theft Under $5000,2551,394
2344,2344,2019,NSA,Crimes Against the Person,Attempt Murder,3,2
2345,2345,2020,D22,Crimes Against the Person,Assault,903,575
2346,2346,2019,NSA,Crimes Against the Person,Other,83,38
2347,2347,2020,D22,Crimes Against the Person,Attempt Murder,1,1
2348,2348,2019,NSA,Crimes Against the Person,Robbery-Financial,29,28
2349,2349,2020,D22,Crimes Against the Person,Other,187,120
2350,2350,2019,NSA,Crimes Against the Person,Robbery-Other,139,78
2351,2351,2020,D22,Crimes Against the Person,Robbery-Financial,10,9
2352,2352,2019,NSA,Crimes Against the Person,Sexual Violation,165,38
2353,2353,2019,NSA,Criminal Code Traffic,Other,94,88
2354,2354,2019,NSA,Other Criminal Code Violations,Other,358,333
2355,2355,2019,NSA,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,51,46
2356,2356,2019,NSA,Other Federal Statute Violations,Other,15,9
2357,2357,2020,D11,Controlled Drugs and Substances Act,Other,70,59
2358,2358,2020,D11,Crimes Against Property,Auto Theft,196,16
2359,2359,2020,D11,Crimes Against Property,Break & Enter-Apartment,110,21
2360,2360,2020,D11,Crimes Against Property,Break & Enter-Commercial,151,38
2361,2361,2020,D11,Crimes Against Property,Break & Enter-House,92,19
2362,2362,2020,D11,Crimes Against Property,Break & Enter-Other,37,8
2363,2363,2020,D11,Crimes Against Property,Fraud,446,30
2364,2364,2020,D11,Crimes Against Property,Other,677,168
2365,2365,2020,D11,Crimes Against Property,Theft Over $5000,43,8
2366,2366,2020,D11,Crimes Against Property,Theft Under $5000,2081,418
2367,2367,2020,D11,Crimes Against the Person,Assault,653,397
2368,2368,2020,D11,Crimes Against the Person,Attempt Murder,3,3
2369,2369,2020,D11,Crimes Against the Person,Other,121,68
2370,2370,2020,D11,Crimes Against the Person,Robbery-Financial,4,2
2371,2371,2020,D11,Crimes Against the Person,Robbery-Other,82,32
2372,2372,2020,D11,Crimes Against the Person,Sexual Violation,102,50
2373,2373,2020,D11,Criminal Code Traffic,Other,59,54
2374,2374,2020,D11,Other Criminal Code Violations,Other,600,552
2375,2375,2020,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,45,40
2376,2376,2020,D22,Crimes Against the Person,Robbery-Other,131,63
2377,2377,2020,D22,Crimes Against the Person,Sexual Violation,105,62
2378,2378,2020,D22,Criminal Code Traffic,Other,142,136
2379,2379,2020,D22,Other Criminal Code Violations,Other,690,605
2380,2380,2020,D22,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,103,89
2381,2381,2020,D22,Other Federal Statute Violations,Other,7,6
2382,2382,2020,D23,Controlled Drugs and Substances Act,Other,34,30
2383,2383,2020,D23,Crimes Against Property,Auto Theft,784,29
2384,2384,2020,D23,Crimes Against Property,Break & Enter-Apartment,31,6
2385,2385,2020,D23,Crimes Against Property,Break & Enter-Commercial,111,17
2386,2386,2020,D23,Crimes Against Property,Break & Enter-House,49,15
2387,2387,2020,D23,Crimes Against Property,Break & Enter-Other,25,7
2388,2388,2020,D23,Crimes Against Property,Fraud,571,60
2389,2389,2020,D23,Crimes Against Property,Other,556,108
2390,2390,2020,D23,Crimes Against Property,Theft Over $5000,84,8
2391,2391,2020,D23,Crimes Against Property,Theft Under $5000,1668,180
2392,2392,2020,D23,Crimes Against the Person,Assault,771,502
2393,2393,2020,D23,Crimes Against the Person,Attempt Murder,10,7
2394,2394,2020,D23,Crimes Against the Person,Other,151,91
2395,2395,2020,D23,Crimes Against the Person,Robbery-Financial,1,1
2396,2396,2020,D23,Crimes Against the Person,Robbery-Other,138,50
2397,2397,2020,D23,Crimes Against the Person,Sexual Violation,94,49
2398,2398,2020,D23,Criminal Code Traffic,Other,99,90
2399,2399,2020,D23,Other Criminal Code Violations,Other,295,249
2400,2400,2020,D23,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,33,24
2401,2401,2021,D31,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,162,114
2402,2402,2021,D31,Other Federal Statute Violations,Other,11,8
2403,2403,2021,D32,Controlled Drugs and Substances Act,Other,49,46
2404,2404,2021,D32,Crimes Against Property,Auto Theft,847,51
2405,2405,2021,D32,Crimes Against Property,Break & Enter-Apartment,102,19
2406,2406,2021,D32,Crimes Against Property,Break & Enter-Commercial,151,22
2407,2407,2021,D32,Crimes Against Property,Break & Enter-House,119,21
2408,2408,2021,D32,Crimes Against Property,Break & Enter-Other,28,3
2409,2409,2021,D53,Crimes Against the Person,Robbery-Financial,1,1
2410,2410,2021,D32,Crimes Against Property,Fraud,957,32
2411,2411,2021,D32,Crimes Against Property,Other,1004,196
2412,2412,2021,D32,Crimes Against Property,Theft Over $5000,111,10
2413,2413,2021,D32,Crimes Against Property,Theft Under $5000,3436,324
2414,2414,2021,D32,Crimes Against the Person,Assault,1162,694
2415,2415,2021,D32,Crimes Against the Person,Attempt Murder,1,1
2416,2416,2021,D32,Crimes Against the Person,Other,241,145
2417,2417,2021,D32,Crimes Against the Person,Robbery-Financial,9,7
2418,2418,2021,D32,Crimes Against the Person,Robbery-Other,146,60
2419,2419,2021,D32,Crimes Against the Person,Sexual Violation,149,63
2420,2420,2021,D32,Criminal Code Traffic,Other,115,99
2421,2421,2021,D32,Other Criminal Code Violations,Other,577,466
2422,2422,2021,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,114,95
2423,2423,2021,D32,Other Federal Statute Violations,Other,5,4
2424,2424,2021,D33,Controlled Drugs and Substances Act,Other,45,37
2425,2425,2021,D33,Crimes Against Property,Auto Theft,341,10
2426,2426,2021,D33,Crimes Against Property,Break & Enter-Apartment,75,8
2427,2427,2021,D33,Crimes Against Property,Break & Enter-Commercial,50,8
2428,2428,2021,D33,Crimes Against Property,Break & Enter-House,75,6
2429,2429,2021,D33,Crimes Against Property,Break & Enter-Other,11,3
2430,2430,2021,D33,Crimes Against Property,Fraud,708,50
2431,2431,2021,D33,Crimes Against Property,Other,676,106
2432,2432,2021,D33,Crimes Against Property,Theft Over $5000,62,4
2433,2433,2021,D33,Crimes Against Property,Theft Under $5000,1844,130
2434,2434,2021,D33,Crimes Against the Person,Assault,633,359
2435,2435,2021,D33,Crimes Against the Person,Attempt Murder,4,2
2436,2436,2021,D33,Crimes Against the Person,Other,127,70
2437,2437,2021,D33,Crimes Against the Person,Robbery-Financial,1,1
2438,2438,2021,D33,Crimes Against the Person,Robbery-Other,63,23
2439,2439,2021,D33,Crimes Against the Person,Sexual Violation,114,57
2440,2440,2021,D33,Criminal Code Traffic,Other,126,109
2441,2441,2021,D33,Other Criminal Code Violations,Other,259,195
2442,2442,2021,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,67,55
2443,2443,2021,D33,Other Federal Statute Violations,Other,6,5
2444,2444,2021,D41,Controlled Drugs and Substances Act,Other,72,66
2445,2445,2021,D41,Crimes Against Property,Auto Theft,343,51
2446,2446,2021,D41,Crimes Against Property,Break & Enter-Apartment,64,26
2447,2447,2021,D41,Crimes Against Property,Break & Enter-Commercial,151,49
2448,2448,2021,D41,Crimes Against Property,Break & Enter-House,80,37
2449,2449,2021,D41,Crimes Against Property,Break & Enter-Other,30,12
2450,2450,2021,D41,Crimes Against Property,Fraud,621,86
2451,2451,2021,D41,Crimes Against Property,Other,821,298
2452,2452,2021,D41,Crimes Against Property,Theft Over $5000,53,8
2453,2453,2021,D53,Crimes Against the Person,Robbery-Other,95,48
2454,2454,2021,D53,Crimes Against the Person,Sexual Violation,144,66
2455,2455,2021,D53,Criminal Code Traffic,Other,89,78
2456,2456,2021,D53,Other Criminal Code Violations,Other,462,394
2457,2457,2021,D53,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,70,63
2458,2458,2021,D53,Other Federal Statute Violations,Other,2,2
2459,2459,2021,D54/D55,Controlled Drugs and Substances Act,Other,72,67
2460,2460,2021,D54/D55,Crimes Against Property,Auto Theft,341,32
2461,2461,2021,D54/D55,Crimes Against Property,Break & Enter-Apartment,141,38
2462,2462,2021,D54/D55,Crimes Against Property,Break & Enter-Commercial,235,67
2463,2463,2021,D54/D55,Crimes Against Property,Break & Enter-House,182,53
2464,2464,2021,D54/D55,Crimes Against Property,Break & Enter-Other,54,12
2465,2465,2021,D54/D55,Crimes Against Property,Fraud,786,74
2466,2466,2021,D54/D55,Crimes Against Property,Other,1321,320
2467,2467,2021,D54/D55,Crimes Against Property,Theft Over $5000,81,11
2468,2468,2021,D54/D55,Crimes Against Property,Theft Under $5000,3692,582
2469,2469,2021,D54/D55,Crimes Against the Person,Assault,1414,849
2470,2470,2021,D54/D55,Crimes Against the Person,Attempt Murder,15,12
2471,2471,2021,D54/D55,Crimes Against the Person,Other,298,157
2472,2472,2021,D54/D55,Crimes Against the Person,Robbery-Financial,3,1
2473,2473,2021,D54/D55,Crimes Against the Person,Robbery-Other,153,76
2474,2474,2021,D54/D55,Crimes Against the Person,Sexual Violation,204,109
2475,2475,2021,D54/D55,Criminal Code Traffic,Other,152,136
2476,2476,2021,D54/D55,Other Criminal Code Violations,Other,944,802
2477,2477,2021,D54/D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,105,91
2478,2478,2021,D54/D55,Other Federal Statute Violations,Other,4,2
2479,2479,2021,NSA,Controlled Drugs and Substances Act,Other,73,60
2480,2480,2021,NSA,Crimes Against Property,Auto Theft,41,3
2481,2481,2021,NSA,Crimes Against Property,Break & Enter-Apartment,12,4
2482,2482,2021,NSA,Crimes Against Property,Break & Enter-Commercial,33,13
2483,2483,2021,NSA,Crimes Against Property,Break & Enter-House,8,5
2484,2484,2021,NSA,Crimes Against Property,Break & Enter-Other,1,0
2485,2485,2021,NSA,Crimes Against Property,Fraud,156,32
2486,2486,2021,NSA,Crimes Against Property,Other,103,42
2487,2487,2021,NSA,Crimes Against Property,Theft Over $5000,17,1
2488,2488,2021,NSA,Crimes Against Property,Theft Under $5000,116,23
2489,2489,2021,NSA,Crimes Against the Person,Assault,257,128
2490,2490,2021,NSA,Crimes Against the Person,Other,50,26
2491,2491,2021,NSA,Crimes Against the Person,Robbery-Financial,4,4
2492,2492,2021,NSA,Crimes Against the Person,Robbery-Other,33,18
2493,2493,2021,NSA,Crimes Against the Person,Sexual Violation,162,55
2494,2494,2021,NSA,Criminal Code Traffic,Other,127,108
2495,2495,2021,NSA,Other Criminal Code Violations,Other,188,152
2496,2496,2021,NSA,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,40,39
2497,2497,2021,NSA,Other Federal Statute Violations,Other,9,2
2498,2498,2021,D51,Crimes Against Property,Auto Theft,185,38
2499,2499,2021,D51,Crimes Against Property,Break & Enter-Apartment,305,119
2500,2500,2021,D51,Crimes Against Property,Break & Enter-Commercial,279,69
2501,2501,2021,D51,Crimes Against Property,Break & Enter-House,42,14
2502,2502,2021,D51,Crimes Against Property,Break & Enter-Other,58,19
2503,2503,2021,D51,Crimes Against Property,Fraud,635,49
2504,2504,2021,D51,Crimes Against Property,Other,1581,531
2505,2505,2021,D51,Crimes Against Property,Theft Over $5000,94,20
2506,2506,2021,D51,Crimes Against Property,Theft Under $5000,4173,558
2507,2507,2021,D51,Crimes Against the Person,Assault,2104,1256
2508,2508,2021,D51,Crimes Against the Person,Attempt Murder,3,3
2509,2509,2021,D51,Crimes Against the Person,Other,317,181
2510,2510,2021,D51,Crimes Against the Person,Robbery-Financial,2,2
2511,2511,2021,D51,Crimes Against the Person,Robbery-Other,235,119
2512,2512,2021,D51,Crimes Against the Person,Sexual Violation,204,80
2513,2513,2021,D51,Criminal Code Traffic,Other,138,124
2514,2514,2021,D51,Other Criminal Code Violations,Other,1529,1376
2515,2515,2021,D51,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,248,202
2516,2516,2021,D51,Other Federal Statute Violations,Other,9,5
2517,2517,2021,D52,Controlled Drugs and Substances Act,Other,66,60
2518,2518,2021,D52,Crimes Against Property,Auto Theft,101,12
2519,2519,2021,D52,Crimes Against Property,Break & Enter-Apartment,99,22
2520,2520,2021,D52,Crimes Against Property,Break & Enter-Commercial,214,73
2521,2521,2021,D52,Crimes Against Property,Break & Enter-House,7,2
2522,2522,2021,D52,Crimes Against Property,Break & Enter-Other,45,17
2523,2523,2021,D52,Crimes Against Property,Fraud,765,91
2524,2524,2021,D52,Crimes Against Property,Other,1232,253
2525,2525,2021,D52,Crimes Against Property,Theft Over $5000,75,15
2526,2526,2021,D52,Crimes Against Property,Theft Under $5000,2501,317
2527,2527,2021,D52,Crimes Against the Person,Assault,1101,687
2528,2528,2021,D52,Crimes Against the Person,Attempt Murder,3,3
2529,2529,2021,D52,Crimes Against the Person,Other,233,137
2530,2530,2021,D52,Crimes Against the Person,Robbery-Financial,1,1
2531,2531,2021,D52,Crimes Against the Person,Robbery-Other,110,51
2532,2532,2021,D52,Crimes Against the Person,Sexual Violation,160,61
2533,2533,2021,D52,Criminal Code Traffic,Other,92,86
2534,2534,2021,D52,Other Criminal Code Violations,Other,2022,752
2535,2535,2021,D52,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,119,104
2536,2536,2021,D52,Other Federal Statute Violations,Other,16,8
2537,2537,2021,D53,Controlled Drugs and Substances Act,Other,46,45
2538,2538,2021,D53,Crimes Against Property,Auto Theft,482,9
2539,2539,2021,D53,Crimes Against Property,Break & Enter-Apartment,172,35
2540,2540,2021,D53,Crimes Against Property,Break & Enter-Commercial,221,38
2541,2541,2021,D53,Crimes Against Property,Break & Enter-House,102,16
2542,2542,2021,D53,Crimes Against Property,Break & Enter-Other,44,5
2543,2543,2021,D53,Crimes Against Property,Fraud,635,46
2544,2544,2021,D53,Crimes Against Property,Other,800,167
2545,2545,2021,D53,Crimes Against Property,Theft Over $5000,65,8
2546,2546,2021,D53,Crimes Against Property,Theft Under $5000,2942,214
2547,2547,2021,D53,Crimes Against the Person,Assault,874,488
2548,2548,2021,D53,Crimes Against the Person,Other,142,74
2549,2549,2021,D12,Crimes Against the Person,Other,163,89
2550,2550,2021,D22,Crimes Against Property,Break & Enter-Other,18,1
2551,2551,2021,D22,Crimes Against Property,Fraud,722,110
2552,2552,2021,D12,Crimes Against the Person,Robbery-Financial,2,2
2553,2553,2021,D22,Crimes Against Property,Other,877,247
2554,2554,2021,D12,Crimes Against the Person,Robbery-Other,77,36
2555,2555,2021,D22,Crimes Against Property,Theft Over $5000,82,11
2556,2556,2021,D12,Crimes Against the Person,Sexual Violation,118,57
2557,2557,2021,D22,Crimes Against Property,Theft Under $5000,2476,308
2558,2558,2021,D12,Criminal Code Traffic,Other,122,109
2559,2559,2021,D22,Crimes Against the Person,Assault,983,635
2560,2560,2021,D12,Other Criminal Code Violations,Other,481,396
2561,2561,2021,D22,Crimes Against the Person,Attempt Murder,4,4
2562,2562,2021,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,76,53
2563,2563,2021,D22,Crimes Against the Person,Other,156,88
2564,2564,2021,D12,Other Federal Statute Violations,Other,19,15
2565,2565,2021,D22,Crimes Against the Person,Robbery-Financial,8,7
2566,2566,2021,D13,Controlled Drugs and Substances Act,Other,37,31
2567,2567,2021,D22,Crimes Against the Person,Robbery-Other,73,33
2568,2568,2021,D13,Crimes Against Property,Auto Theft,256,14
2569,2569,2021,D22,Crimes Against the Person,Sexual Violation,114,54
2570,2570,2021,D13,Crimes Against Property,Break & Enter-Apartment,63,23
2571,2571,2021,D22,Criminal Code Traffic,Other,144,133
2572,2572,2021,D13,Crimes Against Property,Break & Enter-Commercial,88,42
2573,2573,2021,D22,Other Criminal Code Violations,Other,561,452
2574,2574,2021,D13,Crimes Against Property,Break & Enter-House,70,15
2575,2575,2021,D22,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,80,65
2576,2576,2021,D13,Crimes Against Property,Break & Enter-Other,33,11
2577,2577,2021,D22,Other Federal Statute Violations,Other,16,10
2578,2578,2021,D13,Crimes Against Property,Fraud,330,21
2579,2579,2021,D23,Controlled Drugs and Substances Act,Other,47,44
2580,2580,2021,D13,Crimes Against Property,Other,551,146
2581,2581,2021,D23,Crimes Against Property,Auto Theft,870,15
2582,2582,2021,D13,Crimes Against Property,Theft Over $5000,40,3
2583,2583,2021,D23,Crimes Against Property,Break & Enter-Apartment,46,12
2584,2584,2021,D13,Crimes Against Property,Theft Under $5000,1433,185
2585,2585,2021,D23,Crimes Against Property,Break & Enter-Commercial,113,35
2586,2586,2021,D13,Crimes Against the Person,Assault,558,343
2587,2587,2021,D23,Crimes Against Property,Break & Enter-House,46,9
2588,2588,2021,D13,Crimes Against the Person,Other,116,77
2589,2589,2021,D13,Crimes Against the Person,Robbery-Other,39,15
2590,2590,2021,D13,Crimes Against the Person,Sexual Violation,70,28
2591,2591,2021,D13,Criminal Code Traffic,Other,104,97
2592,2592,2021,D13,Other Criminal Code Violations,Other,359,301
2593,2593,2021,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,43,33
2594,2594,2021,D13,Other Federal Statute Violations,Other,6,5
2595,2595,2021,D14,Controlled Drugs and Substances Act,Other,105,96
2596,2596,2021,D14,Crimes Against Property,Auto Theft,173,30
2597,2597,2021,D14,Crimes Against Property,Break & Enter-Apartment,179,59
2598,2598,2021,D14,Crimes Against Property,Break & Enter-Commercial,205,58
2599,2599,2021,D14,Crimes Against Property,Break & Enter-House,60,17
2600,2600,2021,D14,Crimes Against Property,Break & Enter-Other,50,21
2601,2601,2021,D14,Crimes Against Property,Fraud,754,50
2602,2602,2021,D14,Crimes Against Property,Other,1288,360
2603,2603,2021,D14,Crimes Against Property,Theft Over $5000,78,17
2604,2604,2021,D14,Crimes Against Property,Theft Under $5000,3498,525
2605,2605,2021,D14,Crimes Against the Person,Assault,1527,872
2606,2606,2021,D14,Crimes Against the Person,Attempt Murder,1,1
2607,2607,2021,D14,Crimes Against the Person,Other,237,109
2608,2608,2021,D14,Crimes Against the Person,Robbery-Financial,1,1
2609,2609,2021,D14,Crimes Against the Person,Robbery-Other,119,61
2610,2610,2021,D14,Crimes Against the Person,Sexual Violation,246,111
2611,2611,2021,D14,Criminal Code Traffic,Other,189,162
2612,2612,2021,D14,Other Criminal Code Violations,Other,897,757
2613,2613,2021,D14,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,136,116
2614,2614,2021,D14,Other Federal Statute Violations,Other,8,5
2615,2615,2021,D22,Controlled Drugs and Substances Act,Other,55,47
2616,2616,2021,D22,Crimes Against Property,Auto Theft,581,35
2617,2617,2021,D22,Crimes Against Property,Break & Enter-Apartment,84,25
2618,2618,2021,D22,Crimes Against Property,Break & Enter-Commercial,158,34
2619,2619,2021,D22,Crimes Against Property,Break & Enter-House,66,11
2620,2620,2021,D23,Crimes Against Property,Break & Enter-Other,13,6
2621,2621,2021,D23,Crimes Against Property,Fraud,532,47
2622,2622,2021,D23,Crimes Against Property,Other,585,132
2623,2623,2021,D23,Crimes Against Property,Theft Over $5000,84,9
2624,2624,2021,D23,Crimes Against Property,Theft Under $5000,1823,110
2625,2625,2021,D23,Crimes Against the Person,Assault,744,493
2626,2626,2021,D23,Crimes Against the Person,Attempt Murder,7,6
2627,2627,2021,D23,Crimes Against the Person,Other,214,126
2628,2628,2021,D23,Crimes Against the Person,Robbery-Other,115,44
2629,2629,2021,D23,Crimes Against the Person,Sexual Violation,126,80
2630,2630,2021,D23,Criminal Code Traffic,Other,110,105
2631,2631,2021,D23,Other Criminal Code Violations,Other,406,324
2632,2632,2021,D23,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,44,36
2633,2633,2021,D23,Other Federal Statute Violations,Other,9,5
2634,2634,2021,D31,Controlled Drugs and Substances Act,Other,40,29
2635,2635,2021,D31,Crimes Against Property,Auto Theft,709,28
2636,2636,2021,D31,Crimes Against Property,Break & Enter-Apartment,72,19
2637,2637,2021,D31,Crimes Against Property,Break & Enter-Commercial,139,37
2638,2638,2021,D31,Crimes Against Property,Break & Enter-House,56,22
2639,2639,2021,D31,Crimes Against Property,Break & Enter-Other,39,14
2640,2640,2021,D31,Crimes Against Property,Fraud,595,29
2641,2641,2021,D31,Crimes Against Property,Other,838,250
2642,2642,2021,D31,Crimes Against Property,Theft Over $5000,105,8
2643,2643,2021,D31,Crimes Against Property,Theft Under $5000,1765,204
2644,2644,2021,D31,Crimes Against the Person,Assault,1260,824
2645,2645,2021,D31,Crimes Against the Person,Attempt Murder,5,4
2646,2646,2021,D31,Crimes Against the Person,Other,251,149
2647,2647,2021,D31,Crimes Against the Person,Robbery-Other,117,64
2648,2648,2021,D31,Crimes Against the Person,Sexual Violation,179,89
2649,2649,2021,D31,Criminal Code Traffic,Other,116,101
2650,2650,2021,D31,Other Criminal Code Violations,Other,674,548
2651,2651,2021,D41,Crimes Against Property,Theft Under $5000,2518,543
2652,2652,2021,D41,Crimes Against the Person,Assault,1214,782
2653,2653,2021,D41,Crimes Against the Person,Attempt Murder,3,3
2654,2654,2021,D41,Crimes Against the Person,Other,257,156
2655,2655,2021,D41,Crimes Against the Person,Robbery-Financial,3,1
2656,2656,2021,D41,Crimes Against the Person,Robbery-Other,125,74
2657,2657,2021,D41,Crimes Against the Person,Sexual Violation,164,87
2658,2658,2021,D41,Criminal Code Traffic,Other,140,130
2659,2659,2021,D41,Other Criminal Code Violations,Other,1134,933
2660,2660,2021,D41,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,96,84
2661,2661,2021,D41,Other Federal Statute Violations,Other,3,2
2662,2662,2021,D42,Controlled Drugs and Substances Act,Other,22,19
2663,2663,2021,D42,Crimes Against Property,Auto Theft,475,102
2664,2664,2021,D42,Crimes Against Property,Break & Enter-Apartment,48,13
2665,2665,2021,D42,Crimes Against Property,Break & Enter-Commercial,129,62
2666,2666,2021,D42,Crimes Against Property,Break & Enter-House,95,32
2667,2667,2021,D42,Crimes Against Property,Break & Enter-Other,17,6
2668,2668,2021,D42,Crimes Against Property,Fraud,731,77
2669,2669,2021,D42,Crimes Against Property,Other,697,179
2670,2670,2021,D42,Crimes Against Property,Theft Over $5000,44,8
2671,2671,2021,D42,Crimes Against Property,Theft Under $5000,1792,202
2672,2672,2021,D42,Crimes Against the Person,Assault,893,581
2673,2673,2021,D42,Crimes Against the Person,Attempt Murder,6,3
2674,2674,2021,D42,Crimes Against the Person,Other,212,128
2675,2675,2021,D42,Crimes Against the Person,Robbery-Financial,1,1
2676,2676,2021,D42,Crimes Against the Person,Robbery-Other,113,61
2677,2677,2021,D42,Crimes Against the Person,Sexual Violation,143,74
2678,2678,2021,D42,Criminal Code Traffic,Other,138,127
2679,2679,2021,D42,Other Criminal Code Violations,Other,418,332
2680,2680,2021,D42,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,60,49
2681,2681,2021,D42,Other Federal Statute Violations,Other,4,3
2682,2682,2021,D43,Controlled Drugs and Substances Act,Other,67,60
2683,2683,2021,D43,Crimes Against Property,Auto Theft,422,86
2684,2684,2021,D43,Crimes Against Property,Break & Enter-Apartment,58,24
2685,2685,2021,D43,Crimes Against Property,Break & Enter-Commercial,104,42
2686,2686,2021,D43,Crimes Against Property,Break & Enter-House,61,20
2687,2687,2021,D43,Crimes Against Property,Break & Enter-Other,21,8
2688,2688,2021,D43,Crimes Against Property,Fraud,659,137
2689,2689,2021,D43,Crimes Against Property,Other,790,249
2690,2690,2021,D43,Crimes Against Property,Theft Over $5000,36,14
2691,2691,2021,D43,Crimes Against Property,Theft Under $5000,2044,347
2692,2692,2021,D43,Crimes Against the Person,Assault,1179,771
2693,2693,2021,D43,Crimes Against the Person,Attempt Murder,3,0
2694,2694,2021,D43,Crimes Against the Person,Other,238,131
2695,2695,2021,D43,Crimes Against the Person,Robbery-Other,144,86
2696,2696,2021,D43,Crimes Against the Person,Sexual Violation,176,92
2697,2697,2021,D43,Criminal Code Traffic,Other,134,117
2698,2698,2021,D43,Other Criminal Code Violations,Other,831,677
2699,2699,2021,D43,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,90,81
2700,2700,2021,D43,Other Federal Statute Violations,Other,4,2
2701,2701,2021,D51,Controlled Drugs and Substances Act,Other,209,188
